chrom	pos	n_donors	max_indel_reads	max_indel_fraction	blacklisted
chr1	14798121	0	0	0.0	0
chr1	14930587	0	0	0.0	0
chr1	14962298	0	0	0.0	0
chr1	14981556	0	0	0.0	0
chr1	15028127	0	0	0.0	0
chr1	15030312	0	0	0.0	0
chr1	15042784	0	0	0.0	0
chr1	15095694	0	0	0.0	0
chr1	15123433	0	0	0.0	0
chr1	15196837	0	0	0.0	0
chr1	15221196	0	0	0.0	0
chr1	15288122	0	0	0.0	0
chr1	15324109	0	0	0.0	0
chr1	15393729	0	0	0.0	0
chr1	15401795	0	0	0.0	0
chr1	15416207	0	0	0.0	0
chr1	15452173	0	0	0.0	0
chr1	15537112	0	1	0.0204	0
chr1	15573758	0	0	0.0	0
chr1	15666586	0	0	0.0	0
chr1	15829685	0	1	0.0143	0
chr1	15994165	0	0	0.0	0
chr1	16091450	0	0	0.0	0
chr1	16097779	0	0	0.0	0
chr1	16188164	0	0	0.0	0
chr1	16229950	0	1	0.0189	0
chr1	16243330	0	0	0.0	0
chr1	16267632	0	0	0.0	0
chr1	16482730	0	0	0.0	0
chr1	16483818	0	0	0.0	0
chr1	16630474	0	0	0.0	0
chr1	16727002	0	0	0.0	0
chr1	16762706	0	0	0.0	0
chr1	16939565	0	0	0.0	0
chr1	16960988	0	0	0.0	0
chr1	16984604	0	0	0.0	0
chr1	16993675	0	0	0.0	0
chr1	17027459	0	0	0.0	0
chr1	17070514	0	0	0.0	0
chr1	17106364	0	0	0.0	0
chr1	17149536	0	0	0.0	0
chr1	17156443	0	0	0.0	0
chr1	17202763	0	0	0.0	0
chr1	17250794	0	0	0.0	0
chr1	17254075	0	0	0.0	0
chr1	17286111	0	0	0.0	0
chr1	17377103	0	0	0.0	0
chr1	17468474	0	0	0.0	0
chr1	17502579	0	0	0.0	0
chr1	17528671	0	0	0.0	0
chr1	17564842	0	0	0.0	0
chr1	17575640	0	0	0.0	0
chr1	17789904	0	0	0.0	0
chr1	17958339	0	0	0.0	0
chr1	18034968	0	0	0.0	0
chr1	18283447	0	0	0.0	0
chr1	18303972	0	0	0.0	0
chr1	18308045	0	0	0.0	0
chr1	18383732	0	0	0.0	0
chr1	18414472	0	0	0.0	0
chr1	18436345	0	0	0.0	0
chr1	18439690	0	0	0.0	0
chr1	18500552	0	0	0.0	0
chr1	18514373	0	0	0.0	0
chr1	18528642	0	0	0.0	0
chr1	18569542	0	0	0.0	0
chr1	18583458	0	0	0.0	0
chr1	18637628	0	0	0.0	0
chr1	18682728	0	0	0.0	0
chr1	18699480	0	1	0.0263	0
chr1	18730381	0	0	0.0	0
chr1	18740429	0	0	0.0	0
chr1	18760860	0	0	0.0	0
chr1	18806088	0	0	0.0	0
chr1	18828798	0	0	0.0	0
chr1	18860068	0	0	0.0	0
chr1	18947243	0	0	0.0	0
chr1	19033583	0	0	0.0	0
chr1	19065274	0	0	0.0	0
chr1	19242446	0	0	0.0	0
chr1	19300183	0	0	0.0	0
chr1	19303500	0	0	0.0	0
chr1	19306680	0	0	0.0	0
chr1	19317049	0	0	0.0	0
chr1	19334928	0	0	0.0	0
chr1	19370010	0	0	0.0	0
chr1	19397710	0	0	0.0	0
chr1	19406132	0	0	0.0	0
chr1	19418619	0	0	0.0	0
chr1	19625533	0	0	0.0	0
chr1	19676965	0	1	0.0175	0
chr1	19831157	0	0	0.0	0
chr1	19940720	0	0	0.0	0
chr1	19976752	0	0	0.0	0
chr1	19997980	0	0	0.0	0
chr1	20021963	0	0	0.0	0
chr1	20030139	0	0	0.0	0
chr1	20292244	0	0	0.0	0
chr1	20296386	0	0	0.0	0
chr1	20391459	0	0	0.0	0
chr1	20440852	0	0	0.0	0
chr1	20534413	0	0	0.0	0
chr1	20701781	0	0	0.0	0
chr1	20718179	0	0	0.0	0
chr1	20842195	0	0	0.0	0
chr1	20850745	0	0	0.0	0
chr1	20886602	0	1	0.0175	0
chr1	21040039	0	0	0.0	0
chr1	21147974	0	0	0.0	0
chr1	21285009	0	0	0.0	0
chr1	21418264	0	0	0.0	0
chr1	21437224	0	0	0.0	0
chr1	21495354	0	0	0.0	0
chr1	21702456	0	0	0.0	0
chr1	21716952	0	0	0.0	0
chr1	21720228	0	0	0.0	0
chr1	21763962	0	0	0.0	0
chr1	21858050	0	0	0.0	0
chr1	21881393	0	0	0.0	0
chr1	21881565	0	0	0.0	0
chr1	22030527	0	0	0.0	0
chr1	22095894	0	0	0.0	0
chr1	22163903	0	0	0.0	0
chr1	22277928	0	0	0.0	0
chr1	22451046	0	0	0.0	0
chr1	22532874	0	0	0.0	0
chr1	22540981	0	0	0.0	0
chr1	22541421	0	0	0.0	0
chr1	22545376	0	0	0.0	0
chr1	22821865	0	0	0.0	0
chr1	22886127	0	0	0.0	0
chr1	22936142	0	0	0.0	0
chr1	22999408	0	0	0.0	0
chr1	23389808	0	0	0.0	0
chr1	23437762	0	0	0.0	0
chr1	23453152	0	0	0.0	0
chr1	23598630	0	0	0.0	0
chr1	23930584	0	0	0.0	0
chr1	23933409	0	0	0.0	0
chr1	23960531	0	0	0.0	0
chr1	24069872	0	0	0.0	0
chr1	24093018	0	0	0.0	0
chr1	24130938	0	0	0.0	0
chr1	24149645	0	0	0.0	0
chr1	24155765	0	0	0.0	0
chr1	24215052	0	0	0.0	0
chr1	24255509	0	0	0.0	0
chr1	24279084	0	0	0.0	0
chr1	24339010	0	0	0.0	0
chr1	24529165	0	0	0.0	0
chr1	24640410	0	0	0.0	0
chr1	24857642	0	0	0.0	0
chr1	24898924	0	0	0.0	0
chr1	24921185	0	0	0.0	0
chr1	24948692	0	0	0.0	0
chr1	24955371	0	0	0.0	0
chr1	24957716	0	0	0.0	0
chr1	24959850	0	0	0.0	0
chr1	25024749	0	0	0.0	0
chr1	25034356	0	0	0.0	0
chr1	25043214	0	0	0.0	0
chr1	25051465	0	0	0.0	0
chr1	25054347	0	2	0.3333	0
chr1	25065894	0	0	0.0	0
chr1	25096014	0	0	0.0	0
chr1	25173559	0	0	0.0	0
chr1	25230683	0	0	0.0	0
chr1	25308625	0	0	0.0	0
chr1	25318093	0	0	0.0	0
chr1	25374336	0	0	0.0	0
chr1	25545248	0	0	0.0	0
chr1	25569108	0	0	0.0	0
chr1	25578310	0	0	0.0	0
chr1	25612025	0	0	0.0	0
chr1	25614040	0	0	0.0	0
chr1	25659348	0	0	0.0	0
chr1	25682314	0	0	0.0	0
chr1	25691541	0	0	0.0	0
chr1	25735884	0	0	0.0	0
chr1	25775698	0	0	0.0	0
chr1	25844779	0	0	0.0	0
chr1	25949301	0	0	0.0	0
chr1	26188022	0	0	0.0	0
chr1	26291592	0	0	0.0	0
chr1	26413726	0	0	0.0	0
chr1	26417494	0	0	0.0	0
chr1	26464979	0	0	0.0	0
chr1	26542621	0	0	0.0	0
chr1	26573376	0	0	0.0	0
chr1	26692475	0	0	0.0	0
chr1	26701078	0	0	0.0	0
chr1	26814845	0	0	0.0	0
chr1	26823879	0	0	0.0	0
chr1	26828975	0	0	0.0	0
chr1	26909760	0	0	0.0	0
chr1	26980164	0	0	0.0	0
chr1	27092910	0	0	0.0	0
chr1	27113828	0	0	0.0	0
chr1	27122434	0	0	0.0	0
chr1	27137257	0	0	0.0	0
chr1	27152913	0	0	0.0	0
chr1	27179178	0	0	0.0	0
chr1	27213886	0	0	0.0	0
chr1	27256955	0	0	0.0	0
chr1	27284160	0	0	0.0	0
chr1	27301535	0	0	0.0	0
chr1	27328096	0	0	0.0	0
chr1	27332154	0	0	0.0	0
chr1	27396088	0	0	0.0	0
chr1	27508061	0	1	0.0189	0
chr1	27551637	0	0	0.0	0
chr1	27577011	0	0	0.0	0
chr1	27589959	0	0	0.0	0
chr1	27598867	0	0	0.0	0
chr1	27626924	0	0	0.0	0
chr1	27729348	0	1	0.0196	0
chr1	27836002	0	1	0.0137	0
chr1	27940742	0	0	0.0	0
chr1	28049321	0	0	0.0	0
chr1	28101427	0	0	0.0	0
chr1	28121565	0	0	0.0	0
chr1	28128481	0	0	0.0	0
chr1	28136674	0	0	0.0	0
chr1	28158201	0	0	0.0	0
chr1	28223141	0	0	0.0	0
chr1	28290925	0	0	0.0	0
chr1	28579944	0	0	0.0	0
chr1	28580333	0	1	0.0357	0
chr1	28602383	0	0	0.0	0
chr1	28636774	0	0	0.0	0
chr1	28702533	0	0	0.0	0
chr1	29085679	0	0	0.0	0
chr1	29459531	0	0	0.0	0
chr1	29463048	0	0	0.0	0
chr1	29564562	0	0	0.0	0
chr1	29566906	0	0	0.0	0
chr1	29570708	0	0	0.0	0
chr1	29723894	0	0	0.0	0
chr1	29751147	0	0	0.0	0
chr1	29892872	0	0	0.0	0
chr1	29953750	0	0	0.0	0
chr1	30064556	0	0	0.0	0
chr1	30151506	0	0	0.0	0
chr1	30247445	0	0	0.0	0
chr1	30256346	0	0	0.0	0
chr1	30273024	0	0	0.0	0
chr1	30273372	0	0	0.0	0
chr1	30356662	0	0	0.0	0
chr1	30444634	0	0	0.0	0
chr1	30600346	0	0	0.0	0
chr1	30735353	0	0	0.0	0
chr1	30806206	0	0	0.0	0
chr1	30859268	0	0	0.0	0
chr1	30880238	0	0	0.0	0
chr1	30884535	0	0	0.0	0
chr1	30937202	0	0	0.0	0
chr1	30943206	0	0	0.0	0
chr1	30967223	0	0	0.0	0
chr1	30968495	0	1	0.0145	0
chr1	30983491	0	1	0.0233	0
chr1	31084464	0	0	0.0	0
chr1	31221246	0	0	0.0	0
chr1	31388475	0	0	0.0	0
chr1	31433736	0	0	0.0	0
chr1	31454563	0	0	0.0	0
chr1	31468110	0	0	0.0	0
chr1	31471512	0	0	0.0	0
chr1	31627133	0	0	0.0	0
chr1	31661195	0	0	0.0	0
chr1	31667325	0	0	0.0	0
chr1	31697164	0	0	0.0	0
chr1	31715257	0	0	0.0	0
chr1	31964716	0	0	0.0	0
chr1	31972422	0	0	0.0	0
chr1	32221116	0	0	0.0	0
chr1	32342849	0	0	0.0	0
chr1	32378807	0	0	0.0	0
chr1	32394132	0	0	0.0	0
chr1	32395526	0	0	0.0	0
chr1	32825941	0	0	0.0	0
chr1	32931203	0	0	0.0	0
chr1	32994434	0	0	0.0	0
chr1	33006302	0	0	0.0	0
chr1	33031480	0	0	0.0	0
chr1	33065806	0	0	0.0	0
chr1	33115080	0	0	0.0	0
chr1	33179023	0	0	0.0	0
chr1	33297057	0	0	0.0	0
chr1	33322987	0	0	0.0	0
chr1	33377385	0	0	0.0	0
chr1	33406044	0	0	0.0	0
chr1	33460179	0	0	0.0	0
chr1	33479732	0	0	0.0	0
chr1	33863971	0	0	0.0	0
chr1	33869716	0	0	0.0	0
chr1	33915908	0	0	0.0	0
chr1	33952866	0	0	0.0	0
chr1	33964886	0	0	0.0	0
chr1	34076526	0	0	0.0	0
chr1	34161713	0	0	0.0	0
chr1	34217714	0	0	0.0	0
chr1	34330798	0	0	0.0	0
chr1	34602390	0	0	0.0	0
chr1	34644633	0	0	0.0	0
chr1	34672053	0	0	0.0	0
chr1	34692121	0	0	0.0	0
chr1	34695815	0	0	0.0	0
chr1	34700467	0	0	0.0	0
chr1	34734692	0	0	0.0	0
chr1	34853641	0	0	0.0	0
chr1	34884679	0	0	0.0	0
chr1	35027327	0	0	0.0	0
chr1	35047519	0	0	0.0	0
chr1	35062801	0	0	0.0	0
chr1	35117867	0	0	0.0	0
chr1	35147937	0	1	0.0161	0
chr1	35411976	0	0	0.0	0
chr1	35433837	0	0	0.0	0
chr1	35457344	0	0	0.0	0
chr1	35628756	0	0	0.0	0
chr1	35853583	0	0	0.0	0
chr1	35892665	0	0	0.0	0
chr1	35974928	0	1	0.0159	0
chr1	35989765	0	0	0.0	0
chr1	36240295	0	0	0.0	0
chr1	36251365	0	0	0.0	0
chr1	36514068	0	0	0.0	0
chr1	36650018	0	0	0.0	0
chr1	36690119	0	0	0.0	0
chr1	36760886	0	0	0.0	0
chr1	36823662	0	0	0.0	0
chr1	36853022	0	0	0.0	0
chr1	36922030	0	0	0.0	0
chr1	36987192	0	0	0.0	0
chr1	37008260	0	0	0.0	0
chr1	37045207	0	0	0.0	0
chr1	37051570	0	0	0.0	0
chr1	37097882	0	0	0.0	0
chr1	37143565	0	0	0.0	0
chr1	37213828	0	0	0.0	0
chr1	37234517	0	0	0.0	0
chr1	37240421	0	0	0.0	0
chr1	37315215	0	0	0.0	0
chr1	37325974	0	0	0.0	0
chr1	37357322	0	0	0.0	0
chr1	37416053	0	0	0.0	0
chr1	37453058	0	0	0.0	0
chr1	37480320	0	0	0.0	0
chr1	37481641	0	0	0.0	0
chr1	37536357	0	0	0.0	0
chr1	37544879	0	0	0.0	0
chr1	37594910	0	0	0.0	0
chr1	37598228	0	0	0.0	0
chr1	37737927	1	7	0.35	1
chr1	37743323	0	0	0.0	0
chr1	37764622	0	0	0.0	0
chr1	38049564	0	0	0.0	0
chr1	38285340	0	0	0.0	0
chr1	38290321	0	0	0.0	0
chr1	38295283	0	0	0.0	0
chr1	38356425	0	0	0.0	0
chr1	38381611	0	0	0.0	0
chr1	38532304	0	0	0.0	0
chr1	38596033	0	0	0.0	0
chr1	38733935	0	0	0.0	0
chr1	38779319	0	0	0.0	0
chr1	38837025	0	0	0.0	0
chr1	38997438	0	0	0.0	0
chr1	39024078	0	2	0.0299	0
chr1	39033845	0	0	0.0	0
chr1	39213297	0	0	0.0	0
chr1	39248647	0	0	0.0	0
chr1	39287399	0	0	0.0	0
chr1	39307384	0	0	0.0	0
chr1	39482976	0	0	0.0	0
chr1	39489827	0	0	0.0	0
chr1	39623790	0	0	0.0	0
chr1	39651125	0	0	0.0	0
chr1	39694493	0	0	0.0	0
chr1	39832462	0	0	0.0	0
chr1	39844394	0	0	0.0	0
chr1	39876394	0	0	0.0	0
chr1	39903632	0	0	0.0	0
chr1	39933869	0	0	0.0	0
chr1	39936151	0	0	0.0	0
chr1	39951914	0	0	0.0	0
chr1	39973741	0	0	0.0	0
chr1	40021649	0	0	0.0	0
chr1	40211831	0	0	0.0	0
chr1	40252512	0	0	0.0	0
chr1	40376431	0	0	0.0	0
chr1	40467648	0	0	0.0	0
chr1	40631032	0	0	0.0	0
chr1	40931746	0	1	0.0139	0
chr1	40998566	0	0	0.0	0
chr1	41015925	0	0	0.0	0
chr1	41041175	0	0	0.0	0
chr1	41368067	0	0	0.0	0
chr1	41381200	0	0	0.0	0
chr1	41394978	0	0	0.0	0
chr1	41410278	0	0	0.0	0
chr1	41448137	0	0	0.0	0
chr1	41561377	0	0	0.0	0
chr1	41597193	0	0	0.0	0
chr1	41782298	0	0	0.0	0
chr1	42051864	0	0	0.0	0
chr1	42088260	0	0	0.0	0
chr1	42197493	0	0	0.0	0
chr1	42262057	0	0	0.0	0
chr1	42352551	0	0	0.0	0
chr1	42408682	0	0	0.0	0
chr1	42688783	0	0	0.0	0
chr1	42912246	0	0	0.0	0
chr1	42932830	0	0	0.0	0
chr1	43025078	0	0	0.0	0
chr1	43087692	0	1	0.0192	0
chr1	43121695	0	0	0.0	0
chr1	43330914	0	0	0.0	0
chr1	43340375	0	0	0.0	0
chr1	43494240	0	0	0.0	0
chr1	43529456	0	0	0.0	0
chr1	43590598	0	0	0.0	0
chr1	43606913	0	0	0.0	0
chr1	43642653	0	0	0.0	0
chr1	43654438	1	4	0.05	1
chr1	43674880	0	0	0.0	0
chr1	43705051	0	0	0.0	0
chr1	43738793	0	0	0.0	0
chr1	43860604	0	0	0.0	0
chr1	43992198	0	0	0.0	0
chr1	44207139	0	0	0.0	0
chr1	44496652	0	0	0.0	0
chr1	44547571	0	0	0.0	0
chr1	44574053	0	0	0.0	0
chr1	44601234	0	0	0.0	0
chr1	44616737	0	0	0.0	0
chr1	44622884	0	0	0.0	0
chr1	44654232	0	0	0.0	0
chr1	44693577	0	0	0.0	0
chr1	44762460	0	0	0.0	0
chr1	44803158	0	0	0.0	0
chr1	44807880	0	0	0.0	0
chr1	44893909	0	0	0.0	0
chr1	45000454	0	1	0.0185	0
chr1	45092102	0	0	0.0	0
chr1	45140178	0	0	0.0	0
chr1	45566796	0	0	0.0	0
chr1	45621271	0	0	0.0	0
chr1	45837144	0	0	0.0	0
chr1	45875832	0	0	0.0	0
chr1	45989256	0	0	0.0	0
chr1	46024841	0	1	0.0156	0
chr1	46061536	0	0	0.0	0
chr1	46133354	0	0	0.0	0
chr1	46167667	0	0	0.0	0
chr1	46314947	0	0	0.0	0
chr1	46336041	0	0	0.0	0
chr1	46420271	0	0	0.0	0
chr1	46436869	0	0	0.0	0
chr1	46510647	0	0	0.0	0
chr1	46541168	0	0	0.0	0
chr1	46615895	0	0	0.0	0
chr1	46632270	0	0	0.0	0
chr1	46771949	0	0	0.0	0
chr1	46817325	0	0	0.0	0
chr1	46820520	0	0	0.0	0
chr1	46947400	0	0	0.0	0
chr1	46953577	0	0	0.0	0
chr1	46956152	0	0	0.0	0
chr1	47007308	0	0	0.0	0
chr1	47079173	0	0	0.0	0
chr1	47269248	0	0	0.0	0
chr1	47400191	0	0	0.0	0
chr1	47538879	0	1	0.0149	0
chr1	47577324	0	0	0.0	0
chr1	47634601	0	0	0.0	0
chr1	47680927	0	0	0.0	0
chr1	47807814	0	0	0.0	0
chr1	47816317	0	0	0.0	0
chr1	47833898	0	0	0.0	0
chr1	47869696	0	0	0.0	0
chr1	47876452	0	0	0.0	0
chr1	47957086	0	0	0.0	0
chr1	48069866	0	0	0.0	0
chr1	48190200	0	0	0.0	0
chr1	48496171	0	0	0.0	0
chr1	48501407	0	0	0.0	0
chr1	48519688	0	0	0.0	0
chr1	48586812	0	0	0.0	0
chr1	48636858	0	0	0.0	0
chr1	48670766	0	0	0.0	0
chr1	48760610	0	0	0.0	0
chr1	48783235	0	0	0.0	0
chr1	48854548	0	0	0.0	0
chr1	48951652	0	0	0.0	0
chr1	49328124	0	0	0.0	0
chr1	49424079	0	0	0.0	0
chr1	49666540	0	0	0.0	0
chr1	49693817	0	1	0.0333	0
chr1	50017861	0	0	0.0	0
chr1	50171257	0	0	0.0	0
chr1	50208054	0	0	0.0	0
chr1	50317840	0	0	0.0	0
chr1	50409006	0	0	0.0	0
chr1	50509824	0	0	0.0	0
chr1	50588626	0	0	0.0	0
chr1	50591601	0	0	0.0	0
chr1	50663525	0	0	0.0	0
chr1	50689508	0	0	0.0	0
chr1	50976680	0	0	0.0	0
chr1	51032753	0	0	0.0	0
chr1	51169010	0	0	0.0	0
chr1	51172834	0	0	0.0	0
chr1	51289424	0	0	0.0	0
chr1	51535349	0	0	0.0	0
chr1	51887222	0	0	0.0	0
chr1	52026512	0	0	0.0	0
chr1	52043737	0	0	0.0	0
chr1	52083737	0	0	0.0	0
chr1	52400127	0	0	0.0	0
chr1	52414649	0	0	0.0	0
chr1	52447958	0	0	0.0	0
chr1	52466009	0	0	0.0	0
chr1	52601873	0	0	0.0	0
chr1	52668942	0	0	0.0	0
chr1	52857738	0	0	0.0	0
chr1	52963941	0	0	0.0	0
chr1	53078364	0	2	0.0435	0
chr1	53084170	0	0	0.0	0
chr1	53091080	0	0	0.0	0
chr1	53113447	0	0	0.0	0
chr1	53168923	0	0	0.0	0
chr1	53314748	0	0	0.0	0
chr1	53321020	0	0	0.0	0
chr1	53323230	0	0	0.0	0
chr1	53365388	0	0	0.0	0
chr1	53550800	0	0	0.0	0
chr1	53628929	0	0	0.0	0
chr1	53678544	0	0	0.0	0
chr1	53720670	0	0	0.0	0
chr1	53743681	0	0	0.0	0
chr1	53889542	0	0	0.0	0
chr1	53980122	0	0	0.0	0
chr1	54043373	0	0	0.0	0
chr1	54267231	0	0	0.0	0
chr1	54668703	0	0	0.0	0
chr1	54754934	0	0	0.0	0
